Name,Games Played,Minutes Played,Points Per Game,Field Goals Made,Field Goals Attempts,Field Goal %,3 Points Made,3 Points Attempts,3 Points %,Free Throws Made,Free Throws Attempts,Free Throws %,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Steals,Blocks,Turnovers,TARGET_5Yrs
Franklin Edwards,42,6.9,3.6,1.5,3.6,43.3,0.0,0.2,0.0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1
Kevin McKenna,36,6.6,1.9,0.8,2.4,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1
Mike O'Koren,79,31.3,11.0,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,1
Don Collins,81,22.8,11.5,4.4,10.0,44.4,0.0,0.1,0.0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,1
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1
Bill Hanzlik,74,17.0,5.4,1.9,3.9,47.8,0.0,0.1,20.0,1.6,2.0,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,1
James Johnson,68,14.4,5.3,1.9,3.5,54.2,0.0,0.0,0.0,1.5,2.5,59.4,1.6,3.0,4.5,0.6,0.1,1.1,1.0,1
James Johnson,65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2.0,0.7,0.3,0.7,0.9,1
Rick Mahorn,52,13.4,4.8,2.1,4.2,50.7,0.0,0.0,0.0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,1
Rickey Brown,45,12.9,4.0,1.8,3.6,51.2,0.0,0.0,0.0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,1
Butch Carter,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30.0,1.3,1.8,73.7,0.6,0.6,1.2,1.0,0.4,0.0,0.9,1
Mike Woodson,81,11.7,4.7,2.0,4.6,44.2,0.0,0.1,20.0,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,1
Jerry Sichting,47,9.6,2.0,0.7,2.0,35.8,0.0,0.1,0.0,0.5,0.7,78.1,0.2,0.7,0.9,1.5,0.5,0.0,0.6,1
Kyle Singler,82,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.9,0.7,0.5,1.2,1
Tyler Zeller,77,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,1
Maurice Harkless,76,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,1.2,0.8,0.9,1
Michael Kidd-Gilchrist,78,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,0.7,0.9,1.3,1
Austin Rivers,61,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1.8,2.1,0.4,0.1,1.2,1
Meyers Leonard,69,17.5,5.5,2.2,4.0,54.5,0.0,0.1,42.9,1.0,1.3,80.9,1.2,2.5,3.7,0.5,0.2,0.6,0.7,1
Patrick Beverley,41,17.4,5.6,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.1,1.6,2.7,2.9,0.9,0.5,1.1,1
Jae Crowder,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1
Brian Roberts,78,17.0,7.1,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1
Terrence Ross,73,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1
John Jenkins,61,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1.5,0.9,0.2,0.2,0.7,1
Draymond Green,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.7,1
Will Barton,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.5,0.1,0.8,1
Kyle O'Quinn,57,11.2,4.1,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.5,0.7,1
Mike Scott,40,9.4,4.6,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,2.8,0.3,0.1,0.1,0.5,1
Chandler Parsons,63,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,1
Derrick Williams,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1
Markieff Morris,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,0.7,0.7,1.1,1
Norris Cole,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1
Alec Burks,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1
Lavoy Allen,41,15.2,4.1,1.9,4.1,47.3,0.0,0.0,0.0,0.3,0.3,78.6,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1
Lance Thomas,42,15.0,4.0,1.4,3.0,45.2,0.0,0.0,0.0,1.2,1.5,83.9,1.2,1.8,3.0,0.3,0.2,0.2,0.6,1
Shelvin Mack,64,12.2,3.6,1.4,3.4,40.0,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2.0,0.4,0.0,0.8,1
Jon Leuer,46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75.0,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1
Tobias Harris,42,11.4,5.0,1.9,4.0,46.7,0.1,0.5,26.1,1.0,1.3,81.5,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1
Jimmy Butler,42,8.5,2.6,0.8,1.9,40.5,0.0,0.3,18.2,1.0,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,1
Ed Davis,65,24.6,7.7,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,0.6,1.0,0.7,1
Evan Turner,78,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1
Eric Bledsoe,81,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1
Paul George,61,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1.0,0.4,1.1,1
Derrick Favors,78,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,0.4,0.9,1.0,1
Al-Farouq Aminu,81,17.9,5.6,2.0,5.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1
Gordon Hayward,72,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1
Patrick Patterson,52,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1
Quincy Pondexter,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1.3,0.4,0.3,0.1,0.2,1
Ish Smith,43,10.3,2.3,1.0,2.7,37.4,0.1,0.2,30.0,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,1
Cole Aldrich,18,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1
Wesley Matthews,82,24.7,9.4,3.3,6.9,48.3,0.8,2.0,38.2,2.0,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1
Jrue Holiday,73,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1
DeMar DeRozan,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.6,0.2,0.8,1
Ty Lawson,65,20.3,8.3,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1
Wayne Ellington,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1.0,0.3,0.1,1.0,1
Eric Maynor,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1
Jordan Hill,47,13.3,5.2,2.1,4.3,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1
Austin Daye,69,13.3,5.1,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1
Garrett Temple,27,12.4,5.0,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70.0,0.2,0.9,1.1,0.8,0.5,0.2,1.0,1
Jodie Meeks,60,12.0,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1
Dante Cunningham,63,11.2,3.9,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1
Gerald Henderson,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1
Earl Clark,51,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1
Michael Beasley,81,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,0.5,0.5,1.5,1
Brandon Rush,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1.0,1
Ryan Anderson,66,19.9,7.4,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1
Darrell Arthur,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1
George Hill,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1
Marreese Speights,79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1
JaVale McGee,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.4,1.0,0.8,1
Roy Hibbert,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1
Chris Douglas-Roberts,44,13.3,4.9,1.8,4.0,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,1
Jerryd Bayless,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1
Cory Alexander,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1.0,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1
Cory Alexander,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1
Kosta Koufos,48,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.3,0.7,0.5,1
Anthony Tolliver,19,10.9,2.7,1.0,3.4,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1
Robin Lopez,60,10.2,3.1,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.2,0.7,0.5,1
Jeff Green,80,28.2,10.5,4.0,9.4,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2.0,1
Corey Brewer,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,1
Thaddeus Young,74,21.0,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,0.8,1.0,0.1,0.9,1
Wilson Chandler,35,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1
Rodney Stuckey,57,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1
Glen Davis,69,13.6,4.5,1.6,3.2,48.4,0.0,0.0,0.0,1.4,2.2,66.0,1.4,1.6,3.0,0.4,0.5,0.3,0.9,1
Spencer Hawes,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1
Arron Afflalo,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1
Aaron Brooks,51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33.0,0.8,1.0,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1
C.J. Watson,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,1.1,0.5,0.0,0.6,1
Aaron Gray,61,10.0,4.3,1.7,3.3,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1
Brandan Wright,38,9.9,4.0,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,2.6,0.2,0.2,0.6,0.3,1
Randy Foye,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2.0,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1
Craig Smith,82,18.7,7.4,3.0,5.6,53.1,0.0,0.1,0.0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1
Shelden Williams,81,18.7,5.5,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1
Paul Millsap,82,18.0,6.8,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1
Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1
Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1
Renaldo Balkman,68,15.6,4.9,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1
Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1
Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1
Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55.0,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1
Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1
Solomon Jones,58,11.5,3.3,1.1,2.2,50.8,0.0,0.0,0.0,1.0,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1
Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1
Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0.0,0.5,1
Bobby Jones,44,7.6,2.5,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0.0,0.4,1
Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1
Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1.0,0.6,0.1,0.9,1
Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2.0,0.8,0.0,1.6,1
Jarrett Jack,79,20.2,6.7,2.4,5.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,0.2,1.8,2.0,2.8,0.5,0.0,1.3,1
Joey Graham,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1
Alan Anderson,36,15.7,5.8,2.1,5.0,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1
Ike Diogu,69,14.9,7.0,2.5,4.8,52.4,0.0,0.0,0.0,2.0,2.4,81.0,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1
James Singleton,59,12.8,3.4,1.3,2.6,51.0,0.2,0.3,50.0,0.7,0.8,78.0,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1
Josh Powell,37,11.6,3.0,1.0,2.2,45.7,0.0,0.0,0.0,1.0,1.2,80.0,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1
Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1
Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0.0,0.4,6.7,0.3,0.6,50.0,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1
C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1
Shavlik Randolph,57,8.5,2.3,0.8,1.7,45.4,0.0,0.0,0.0,0.8,1.2,60.6,1.0,1.4,2.3,0.3,0.3,0.2,0.4,1
Josh Childress,80,29.7,10.1,3.8,8.0,47.0,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6.0,1.9,0.9,0.4,1.3,1
Quinton Ross,78,21.3,5.1,2.1,4.8,43.2,0.0,0.1,25.0,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,1
Jameer Nelson,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3.0,1.0,0.0,1.5,1
Sebastian Telfair,68,19.6,6.8,2.5,6.3,39.3,0.3,1.0,24.6,1.5,2.0,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1
Trevor Ariza,80,17.3,5.9,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1
Nick Collison,82,17.0,5.6,2.3,4.3,53.7,0.0,0.0,0.0,1.0,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,1
Tony Allen,77,16.4,6.4,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,1.1,1.8,2.9,0.8,1.0,0.3,1.0,1
Al Jefferson,71,14.8,6.7,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,1.7,2.7,4.4,0.3,0.3,0.8,0.9,1
Royal Ivey,62,13.0,3.5,1.4,3.2,42.9,0.0,0.1,33.3,0.8,1.1,70.1,0.3,1.0,1.4,1.7,0.6,0.1,0.9,1
Delonte West,39,13.0,4.5,1.7,4.0,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1
Keith Bogans,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1.0,1
Udonis Haslem,75,23.9,7.3,2.7,6.0,45.9,0.0,0.0,0.0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1.0,1
Josh Howard,67,23.7,8.6,3.4,7.9,43.0,0.3,1.0,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1.0,0.8,1.0,1
Chris Kaman,82,22.5,6.1,2.4,5.3,46.0,0.0,0.0,0.0,1.2,1.7,69.7,1.5,4.1,5.6,1.0,0.3,0.9,1.9,1
Matt Barnes,38,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4.0,1.3,0.7,0.1,1.2,1
Ronald Dupree,47,19.0,6.2,2.4,6.0,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,1
Steve Blake,75,18.6,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1
Marquis Daniels,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,1
Marcus Banks,81,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,1
Luke Ridnour,69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1
Willie Green,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1.0,0.5,0.1,1.1,1
Mo Williams,57,13.5,5.0,2.0,5.3,38.0,0.2,0.7,25.6,0.8,1.0,78.6,0.4,0.9,1.3,1.3,0.5,0.0,0.9,1
David West,71,13.1,3.8,1.5,3.2,47.4,0.0,0.0,0.0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1
Brian Cook,35,12.6,4.4,1.9,4.0,47.5,0.0,0.1,0.0,0.6,0.8,75.0,0.9,2.0,2.9,0.6,0.5,0.5,0.5,1
Jason Kapono,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,1
Luke Walton,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,1
Matt Carroll,16,4.4,1.2,0.4,1.0,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0.0,0.4,1
Drew Gooden,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3.0,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,1
Rasual Butler,72,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1
Reggie Evans,67,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0.0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,1
Smush Parker,66,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2.0,1
Mike Dunleavy,82,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1
Juan Dixon,42,15.4,6.4,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1.0,0.6,0.1,1.0,1
Mike Wilks,46,15.0,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1.0,78.7,0.4,1.1,1.5,2.0,0.6,0.1,0.6,1
Chris Wilcox,46,10.4,3.7,1.6,3.0,52.1,0.0,0.0,0.0,0.5,1.1,50.0,0.7,1.6,2.3,0.5,0.1,0.3,0.6,1
Dan Dickau,50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0.0,1.1,1
Tayshaun Prince,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1.0,1.1,0.6,0.2,0.3,0.5,1
John Salmons,64,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,1
Trenton Hassell,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,1
Joe Johnson,77,24.9,7.5,3.3,7.6,43.0,0.5,1.7,29.2,0.5,0.7,77.4,1.0,2.4,3.3,2.3,0.8,0.3,0.9,1
Gilbert Arenas,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,1
Richard Jefferson,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,1
Speedy Claxton,67,22.8,7.2,2.7,6.7,40.0,0.1,0.5,12.1,1.7,2.0,83.8,0.7,1.7,2.4,3.0,1.4,0.1,1.4,1
Jarron Collins,70,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0.0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.4,0.3,0.8,1
Jason Collins,77,18.3,4.5,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,1
Kwame Brown,57,14.3,4.5,1.6,4.3,38.7,0.0,0.0,0.0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1
